descricao,discente,id_curso,id_turma,media_final,numero_total_faltas,reposicao,nome,periodoano
APROVADO,c17e7d72b8ad8118f84670d5203b6e51,10320810.0,57577912,7.0,2.0,t,CÁLCULO III,20161
APROVADO,c17e7d72b8ad8118f84670d5203b6e51,10320810.0,57577912,7.0,2.0,f,CÁLCULO III,20161
APROVADO,25261f50937a50d7d9a2899852c4e637,10320810.0,57577912,8.1,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,7666f8a3847cdc01ad0869ad6badf2d9,10320810.0,57577912,6.4,10.0,f,CÁLCULO III,20161
REPROVADO,977e2d7dc85856c9ff5b79cff7106101,10320810.0,57577912,2.8,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,0dbb333b4fe19e83ab63dfd2fe09326a,10320810.0,57577912,5.3,10.0,f,CÁLCULO III,20161
APROVADO POR NOTA,2cff485b7070771a2a704d0aa0a88a07,10320810.0,57577912,6.1,8.0,f,CÁLCULO III,20161
APROVADO POR NOTA,599ad68bdc7dbccb2e09438f0ac7b275,10320810.0,57577912,6.7,6.0,f,CÁLCULO III,20161
APROVADO POR NOTA,d1052676438024cbeb84167d07fb4a5e,10320810.0,57577912,5.2,18.0,f,CÁLCULO III,20161
APROVADO POR NOTA,ed930c6d9569026666ea8bb0156a0f17,10320810.0,57577912,6.9,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,780bb0c099aa59314c5e24a1123dd1aa,10320810.0,57577912,6.8,2.0,f,CÁLCULO III,20161
APROVADO,3bae77eb7f7ecf16cd36c9fb3fff21e6,10320810.0,57577912,7.6,4.0,f,CÁLCULO III,20161
APROVADO,45218c2c8079cc44049514f6920d7465,10320810.0,57577912,7.2,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,d19c1e734467184d3e200ea47d1ee627,10320810.0,57577912,6.0,8.0,f,CÁLCULO III,20161
APROVADO,c93ab2d5e70f705aacc165126e278fe5,10320810.0,57577912,9.3,2.0,f,CÁLCULO III,20161
APROVADO,aeb94959346c2fc17c35966c41c681b0,10320810.0,57577912,9.0,6.0,f,CÁLCULO III,20161
REPROVADO,5a2e37c83dd75ff104b3279ba5a1c1fc,10320810.0,57577912,4.6,10.0,t,CÁLCULO III,20161
REPROVADO,5a2e37c83dd75ff104b3279ba5a1c1fc,10320810.0,57577912,4.6,10.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,1874ffa651fadda11e78951d7433b886,10320810.0,57577912,0.0,44.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,a589215bf1b19e3a4c03ae8d554cb3af,10320810.0,57577912,0.0,52.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,b7237e6a48dc05ebe194a5449fdbff72,10320810.0,57577912,0.0,50.0,f,CÁLCULO III,20161
REPROVADO,e19c9fafff970016e1121d174d428c04,10320810.0,57577912,4.7,4.0,f,CÁLCULO III,20161
REPROVADO,e19c9fafff970016e1121d174d428c04,10320810.0,57577912,4.7,4.0,t,CÁLCULO III,20161
REPROVADO,b83e9e2bc66b2c661d289000bd1bf944,10320810.0,57577912,4.7,10.0,f,CÁLCULO III,20161
REPROVADO,66405b69e8a548de93166542c4170f6d,10320810.0,57577912,4.9,10.0,t,CÁLCULO III,20161
REPROVADO,66405b69e8a548de93166542c4170f6d,10320810.0,57577912,4.9,10.0,f,CÁLCULO III,20161
APROVADO POR NOTA,d78338f30a96e44d6e47fedd9be893c1,10320810.0,57577912,6.1,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,d87f9dc6e79b8ddd723ef2a126c4f33a,10320810.0,57577912,5.0,0.0,f,CÁLCULO III,20161
APROVADO,d5665220f71e6102773217d854209604,10320810.0,57577912,9.8,2.0,f,CÁLCULO III,20161
CANCELADO,8ceb87bebba7cfe2ab2f9f8f508806eb,10320810.0,57577912,0.0,50.0,f,CÁLCULO III,20161
APROVADO,fd98a3c629eac54aea40ebf29303dbcc,10320810.0,57577920,7.0,0.0,f,CÁLCULO III,20161
REPROVADO,84fdaa4fdde6566e26dfa1668a4cebfd,10320810.0,57577920,0.2,0.0,f,CÁLCULO III,20161
CANCELADO,09dd7e3d6f55a5b5cc06ca01b4f02611,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,8ef196676a430fd41f847495384496d8,10320810.0,57577920,0.5,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,52e70b3a603f610017e49e5a51c30854,10320810.0,57577920,6.0,0.0,f,CÁLCULO III,20161
REPROVADO,364c3413f42ac9bb1f3419166b2af1c9,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,46a1732b377089fdd54afa6ed523ba83,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,0d0432f31849eba3f4cb67298f2d3192,10320810.0,57577920,5.0,4.0,f,CÁLCULO III,20161
REPROVADO,9d53f51172003545408f726489825d8f,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,730f25af7f05dc9b7289c8a87a7cb3b9,10320810.0,57577920,0.0,4.0,f,CÁLCULO III,20161
REPROVADO,edcd9467ed3dbdf8a2abd816e4269f9e,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,0d8b955b561b3a27a031189e6fb85193,10320810.0,57577920,0.2,2.0,f,CÁLCULO III,20161
APROVADO,8b6fdaac8119372464549d4fcbd02273,10320810.0,57577920,9.7,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,b44f9b5b0979e16bba51a3135b5d966c,10320810.0,57577920,5.4,0.0,f,CÁLCULO III,20161
REPROVADO,ee61ba8658ed27534a14a9d2078082d6,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,385497c80c4bcd4875341a669b27fc42,10320810.0,57577920,0.5,4.0,f,CÁLCULO III,20161
REPROVADO,c2f08f5e0af899338bbdd3ea77f21979,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,1e5701b9f7c5356b04a38ef65dcd8f31,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
CANCELADO,bd057540d5b63f63216b2fe460233bff,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,0abd9e4cc95d5872401e06b696654e8a,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
CANCELADO,4a03601e1b76e63d832446a7f2bb3b17,10320810.0,57577920,3.0,2.0,f,CÁLCULO III,20161
CANCELADO,4e7f64d5fd683f04d6c36b028069b9bd,10320810.0,57577920,0.8,0.0,f,CÁLCULO III,20161
CANCELADO,7efe50f8c85e4736e60096804b3f9aea,10320810.0,57577920,4.3,2.0,f,CÁLCULO III,20161
REPROVADO,088b73b004838e8792abc86f1043be9e,10320810.0,57577920,3.2,0.0,f,CÁLCULO III,20161
CANCELADO,4eb9cc44f60b9cb3b1c1d59f559ee25a,10320810.0,57577920,1.0,2.0,f,CÁLCULO III,20161
CANCELADO,f634af1ba449d98fdecf0cda430dc8c2,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,c2e2e3a875b52a9cedb2e6ab6b133f33,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
CANCELADO,10a15ecaeecfb92e7bc359b1e980ace7,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,be9cc2b32ca2f5ada0e9a0df8cd118a8,10320810.0,57577920,3.3,2.0,f,CÁLCULO III,20161
REPROVADO,be9cc2b32ca2f5ada0e9a0df8cd118a8,10320810.0,57577920,3.3,2.0,t,CÁLCULO III,20161
APROVADO,495628e66cd0217c77dc7b5875152188,10320810.0,57577920,7.5,0.0,f,CÁLCULO III,20161
REPROVADO,144322f2c62bf329d11ee4d04b95a9e7,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,e5b25180d0f14d0246f2efcb8f1761cb,10320810.0,57577920,5.0,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,e5b25180d0f14d0246f2efcb8f1761cb,10320810.0,57577920,5.0,0.0,t,CÁLCULO III,20161
APROVADO,e27e1ad79f4cca8ac182c7eff2ab3d73,10320810.0,57577920,7.1,0.0,f,CÁLCULO III,20161
APROVADO,314bc418ca805bf2aa9aa9c8e8a309de,10320810.0,57577920,7.3,0.0,f,CÁLCULO III,20161
REPROVADO,9bc7e5a4cb4cf9cd99f8425dfb73abf5,10320810.0,57577920,3.0,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,8ee3b2cae0ee11ee92cce7c23ec4a0e9,10320810.0,57577920,6.7,0.0,f,CÁLCULO III,20161
APROVADO,bb3f993fefb4927b993b0e2faa3baaaf,10320810.0,57577920,7.3,4.0,f,CÁLCULO III,20161
REPROVADO,2403adc94e857a8ee96516d65534c322,10320810.0,57577920,2.7,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,f8584578aafbfb33f360f25419860949,10320810.0,57577920,5.0,0.0,t,CÁLCULO III,20161
APROVADO POR NOTA,f8584578aafbfb33f360f25419860949,10320810.0,57577920,5.0,0.0,f,CÁLCULO III,20161
REPROVADO,86b81656f050f1c6bbe280fdec7d3687,10320810.0,57577920,2.8,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,401fdb3f8d347bc8cacf5f4c73a6e704,10320810.0,57577920,5.0,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,06c88ae029dc93c0f988a50e6696dd88,10320810.0,57577920,5.4,0.0,t,CÁLCULO III,20161
APROVADO POR NOTA,06c88ae029dc93c0f988a50e6696dd88,10320810.0,57577920,5.4,0.0,f,CÁLCULO III,20161
REPROVADO,da7c990151e4f63acac555d0525bcbe9,10320810.0,57577920,0.3,0.0,f,CÁLCULO III,20161
REPROVADO,f8e75d94c17a67423363520c5966bc91,10320810.0,57577920,1.3,0.0,f,CÁLCULO III,20161
REPROVADO,ffab0c04d3e03173943624597a9f6c02,10320810.0,57577920,0.0,4.0,f,CÁLCULO III,20161
REPROVADO,b4c0c1aaea9f5cc6f17c456a47baedf3,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,b4a25c7982c2fef55d510bd2af4f082f,10320810.0,57577920,5.0,2.0,f,CÁLCULO III,20161
REPROVADO,95063c3c0c30f8cc790c8d532eac5d3d,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,fe99674b15bfd1eda4f35c68d6eab502,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,7a99ff4e13907043901c4141133b4a69,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,5fdeb2ce24337c2d0eb8ec175c9ed24b,10320810.0,57577920,0.5,0.0,f,CÁLCULO III,20161
REPROVADO,593228266cc48886b95798d20ecc7900,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,292ce268c434c358d0b7d5bdc5bdc97a,10320810.0,57577920,0.0,0.0,f,CÁLCULO III,20161
REPROVADO,38430fa88e5063688ae6f68f6036c378,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,4a5d11274863f80c7a5631a99d1b2240,10320810.0,57577920,2.6,6.0,f,CÁLCULO III,20161
REPROVADO,181820121223adc357e731e47f88685f,10320810.0,57577920,0.0,2.0,f,CÁLCULO III,20161
REPROVADO,093eba5b8f3b6b0feacb5924b1f25541,10320810.0,57577920,4.0,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,81aa690297d68e1274db2c6ebe43b395,10320810.0,57577920,5.2,0.0,f,CÁLCULO III,20161
REPROVADO,14f75db4a4b82777341694d7cf168bb4,10320810.0,57577914,0.0,12.0,f,CÁLCULO III,20161
REPROVADO,6efeee4bb12ecd94577de484fdac266f,10320810.0,57577914,0.3,14.0,f,CÁLCULO III,20161
APROVADO POR NOTA,fa33216eec66570333dcf92214b5cebc,10320810.0,57577914,5.3,12.0,f,CÁLCULO III,20161
APROVADO POR NOTA,d00171e04d77a7994414014d941baf8c,10320810.0,57577914,6.8,0.0,f,CÁLCULO III,20161
APROVADO,2f22bab6be59f0bd074d61945455c67e,10320810.0,57577914,7.3,6.0,f,CÁLCULO III,20161
REPROVADO,b91dad86ad9446a3d861657065c543bc,10320810.0,57577914,4.4,0.0,t,CÁLCULO III,20161
REPROVADO,b91dad86ad9446a3d861657065c543bc,10320810.0,57577914,4.4,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,52c293efee07e076f91ce7c4b8fcd053,10320810.0,57577914,6.2,4.0,f,CÁLCULO III,20161
CANCELADO,8bd95303461b46a805d0de93f7d7667b,10320810.0,57577914,0.7,50.0,f,CÁLCULO III,20161
APROVADO,9953bc66fd2a0227bf89c10a31d1f0a3,10320810.0,57577914,7.6,2.0,f,CÁLCULO III,20161
REPROVADO,25e73b759bce2f4e5cc1d8410aebe0bd,10320810.0,57577914,2.5,8.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,133770d1ab8a6de4a147b21e84d6010f,10320810.0,57577914,0.0,30.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,69dfb67ae09c38714d12bf83d7ae2f0f,10320810.0,57577914,0.0,38.0,f,CÁLCULO III,20161
REPROVADO,98c2b5cbc04d35780ff8a0e96bbf1ebb,10320810.0,57577914,2.9,18.0,f,CÁLCULO III,20161
APROVADO POR NOTA,1454af247e2b05c17842495c6c80111c,10320810.0,57577914,5.0,6.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,18020267981cb6ffca44f2390ea7cb53,10320810.0,57577914,0.0,46.0,f,CÁLCULO III,20161
REPROVADO,c0743c9193b93827289f5331858d29ef,10320810.0,57577914,0.3,14.0,f,CÁLCULO III,20161
CANCELADO,5d039a42b613ef7b83715d1e8eee6f1d,10320810.0,57577914,1.0,10.0,f,CÁLCULO III,20161
REPROVADO,fc434ae3c75f0c16c3885603b1bf791e,10320810.0,57577914,1.3,14.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,e3ed0c75de805b31fe8451bdbf120611,10320810.0,57577914,0.3,42.0,f,CÁLCULO III,20161
REPROVADO,8a163d6c803929a878b9e614ae008898,10320810.0,57577914,3.3,8.0,f,CÁLCULO III,20161
APROVADO POR NOTA,b1672c8a49690e4c16174587858cc017,10320810.0,57577914,5.9,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,757d1efc928c91d998ee38dfd27ba5f3,10320810.0,57577914,5.0,2.0,f,CÁLCULO III,20161
REPROVADO,08f55a0b68dfecffa8d9add360ef7d10,10320810.0,57577914,4.6,10.0,f,CÁLCULO III,20161
REPROVADO,08f55a0b68dfecffa8d9add360ef7d10,10320810.0,57577914,4.6,10.0,t,CÁLCULO III,20161
REPROVADO POR NOTA,feab17e19d293fed4cf91da296b66aeb,10320810.0,57577914,5.0,8.0,f,CÁLCULO III,20161
REPROVADO POR NOTA,feab17e19d293fed4cf91da296b66aeb,10320810.0,57577914,5.0,8.0,t,CÁLCULO III,20161
APROVADO POR NOTA,8dadf341df1b7f0e433bce2bfe1a6c5f,10320810.0,57577914,6.1,0.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,8649446d6ba2f5b1c7369f0662249495,10320810.0,57577914,0.7,34.0,f,CÁLCULO III,20161
REPROVADO POR NOTA,cb8809586c9df7be38652c6ec95d144a,10320810.0,57577914,5.2,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,10bb5e6d41c89d5a3f01b8180524e11e,10320810.0,57577914,5.3,10.0,f,CÁLCULO III,20161
APROVADO POR NOTA,10bb5e6d41c89d5a3f01b8180524e11e,10320810.0,57577914,5.3,10.0,t,CÁLCULO III,20161
APROVADO,fcdd9d540665adf10ee064853c3feec0,10320810.0,57577914,8.2,0.0,f,CÁLCULO III,20161
CANCELADO,21a4bbfa3327924168c6bab41d12bbac,10320810.0,57577914,0.0,34.0,f,CÁLCULO III,20161
REPROVADO,5653835d930a4174b0123596cea2bfd8,10320810.0,57577914,1.9,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,ab850332bf18204c02f17a262b99ae2e,10320810.0,57577914,6.5,12.0,f,CÁLCULO III,20161
APROVADO POR NOTA,796063715499b6b910de3879016ee106,10320810.0,57577914,5.5,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,73aabda4e1605c63733a78f55a4e4dcc,10320810.0,57577914,6.7,16.0,f,CÁLCULO III,20161
REPROVADO,bf05c88be8e5496f27ba6b8402d087a8,10320810.0,57577914,1.1,8.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,637417e431612f27bfb75f5506f394b5,10320810.0,57577914,1.2,36.0,f,CÁLCULO III,20161
REPROVADO,48e17081dee39d9e61e4b077e36318a7,10320810.0,57577914,1.0,8.0,f,CÁLCULO III,20161
REPROVADO,4f918bc31d89ee2ee8ea4e5c6eb8310e,10320810.0,57577914,2.7,10.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,64a1453df711845be37aff7c98b59675,10320810.0,57577914,0.8,48.0,f,CÁLCULO III,20161
APROVADO POR NOTA,8d6d4913453d78b73219ddc692c3c4c6,10320810.0,57577914,6.3,4.0,f,CÁLCULO III,20161
REPROVADO,0db412344caa3b3980c7f45a24c015cc,10320810.0,57577914,2.6,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,30901e0aa172d429d46c7f9ed88f3c89,10320810.0,57577914,6.4,0.0,f,CÁLCULO III,20161
APROVADO,5a4a04d12d2cf270b8fd8d54fc0c3e80,10320810.0,57577914,7.5,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,293e2bcab7205170f948f9ad8fda116b,10320810.0,57577914,6.2,2.0,f,CÁLCULO III,20161
APROVADO,4c31488fe79b578f7c4605aea32acc3f,10320810.0,57577914,7.5,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,acb6977e5cfdab45bbc009a281abd49d,10320810.0,57577914,6.7,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,acb6977e5cfdab45bbc009a281abd49d,10320810.0,57577914,6.7,4.0,t,CÁLCULO III,20161
APROVADO POR NOTA,f9fae8dd5d84a8f734f24b7e3034dcb2,10320810.0,57577914,6.7,2.0,f,CÁLCULO III,20161
REPROVADO,0c206ee39ec49c7236ea1777d64f7a34,10320810.0,57577917,0.7,4.0,f,CÁLCULO III,20161
REPROVADO,527a3a5a022b284c18b1acf13d4a8b7f,10320810.0,57577917,0.5,4.0,f,CÁLCULO III,20161
REPROVADO POR NOTA,90ebaa3c5f1f38898fcda6eaeb9afe46,10320810.0,57577917,5.0,4.0,f,CÁLCULO III,20161
REPROVADO,bb83d6a2594618782ef48e6721850208,10320810.0,57577917,3.0,16.0,f,CÁLCULO III,20161
REPROVADO,e1363039a5cc77db5f5d0474c84b3a15,10320810.0,57577917,3.8,2.0,f,CÁLCULO III,20161
REPROVADO,bc087b6bc6f0174ccdd52e94af0ef239,10320810.0,57577917,2.3,0.0,f,CÁLCULO III,20161
APROVADO POR NOTA,33b8207e39363e7a7c115937bc7396d4,10320810.0,57577917,6.0,10.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,4d16b409fecea8b1ea74cb3ff2ea0b07,10320810.0,57577917,3.3,20.0,f,CÁLCULO III,20161
REPROVADO,c017e5dc0f23ee56a2335151a678e130,10320810.0,57577917,4.1,6.0,f,CÁLCULO III,20161
REPROVADO,0feb9f30876c2287e5dde04cc12ed7af,10320810.0,57577917,4.3,8.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,f7ad46f88a1c4e24ebe292d5fc0c4743,10320810.0,57577917,2.7,20.0,f,CÁLCULO III,20161
REPROVADO,1f9e24716dbc44ccb5c58e2eb83c9e98,10320810.0,57577917,3.2,8.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,9831141119b43ac937ad414f60942e25,10320810.0,57577917,0.0,54.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,799d3faebd20bdd1b7b108a95cb9b987,10320810.0,57577917,0.7,24.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,10810d3d28ab686b2da74c6f7a351a5f,10320810.0,57577917,0.0,46.0,f,CÁLCULO III,20161
REPROVADO,4efe1e6075d5a82d3dcaa6f38326181e,10320810.0,57577917,4.3,2.0,f,CÁLCULO III,20161
APROVADO POR NOTA,ca3726310a071d49bedd0ecc2b0cbe72,10320810.0,57577917,5.3,4.0,f,CÁLCULO III,20161
APROVADO POR NOTA,ca3726310a071d49bedd0ecc2b0cbe72,10320810.0,57577917,5.3,4.0,t,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,5a3e97c9cadeb1e1250a8cd9b2bb461d,10320810.0,57577917,0.0,46.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,d0b3b3602ef0776d3d4fd09106636055,10320810.0,57577917,0.0,40.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,ad8972458d95f4ed35f3af88085726ce,10320810.0,57577917,0.0,54.0,f,CÁLCULO III,20161
APROVADO POR NOTA,dfe6104b1a61e8aad4f9d3b74af0c4f8,10320810.0,57577917,5.9,4.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,94e224759e88f4b2f20a6111fbdde3b8,10320810.0,57577917,4.5,20.0,f,CÁLCULO III,20161
REPROVADO,70ce889e90674521775d60bd63b15bc7,10320810.0,57577917,2.2,14.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,b869b69a6d126ed41241510fa1350750,10320810.0,57577917,1.3,20.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,5cf1caf62fe3c407ac0d02beaa0b7fda,10320810.0,57577917,0.0,52.0,f,CÁLCULO III,20161
REPROVADO,652856e1a048412db340d7f3ba599cac,10320810.0,57577917,4.0,16.0,f,CÁLCULO III,20161
REPROVADO,8aa7aa6744721233239fdd6d60f7e50e,10320810.0,57577917,2.5,4.0,f,CÁLCULO III,20161
REPROVADO,9b72ee42b946b2a54f9028bb5b1702ba,10320810.0,57577917,1.5,8.0,f,CÁLCULO III,20161
REPROVADO,89796402382a66ef9631b0445a744d9d,10320810.0,57577917,3.3,8.0,f,CÁLCULO III,20161
REPROVADO POR MÉDIA E POR FALTAS,2b9f9e074f8521e35d1739463c649fd6,10320810.0,57577917,0.7,28.0,f,CÁLCULO III,20161
APROVADO POR NOTA,e32a28887d7e1379940207628eaa17e4,10320810.0,57577917,5.1,14.0,f,CÁLCULO III,20161
REPROVADO,3cea6480062f235eb6178e84ce64f1be,10320810.0,57577917,1.4,18.0,f,CÁLCULO III,20161
REPROVADO,8332e9e90662c125d7f6de76c3d1f0a9,10320810.0,57577917,3.7,2.0,f,CÁLCULO III,20161
REPROVADO,0a93b4bfeb42e6052057d31b86884754,10320810.0,57577917,2.5,14.0,f,CÁLCULO III,20161
APROVADO POR NOTA,064f4d62984761933ae71550574a2b66,10320810.0,57577917,5.3,2.0,f,CÁLCULO III,20161
